"Country or Area","Year(s)","Value","Value Footnotes"
"Hungary","1999","20.11",""
"Hungary","1998","19.99",""
"Hungary","1997","19.89",""
"Hungary","1996","19.79",""
"Hungary","1995","19.7",""
"Hungary","1994","19.59",""
"Hungary","1993","19.48",""
"Hungary","1992","19.36",""
"Hungary","1991","19.23",""
"Hungary","1990","19.1",""
"Iceland","2012","17.62",""
"Iceland","2011","17.3",""
"Iceland","2010","17",""
"Iceland","2009","16.72",""
"Iceland","2008","16.46",""
"Iceland","2007","16.23",""
"Iceland","2006","16.01",""
"Iceland","2005","15.8",""
"Iceland","2004","15.6",""
"Iceland","2003","15.42",""
"Iceland","2002","15.25",""
"Iceland","2001","15.12",""
"Iceland","2000","15.04",""
"Iceland","1999","15",""
"Iceland","1998","15.01",""
"Iceland","1997","15.04",""
"Iceland","1996","15.06",""
"Iceland","1995","15.06",""
"Iceland","1994","15.02",""
"Iceland","1993","14.94",""
"Iceland","1992","14.84",""
"Iceland","1991","14.73",""
"Iceland","1990","14.62",""
"India","2012","8.1",""
"India","2011","7.91",""
"India","2010","7.74",""
"India","2009","7.6",""
"India","2008","7.48",""
"India","2007","7.39",""
"India","2006","7.31",""
"India","2005","7.23",""
"India","2004","7.15",""
"India","2003","7.08",""
"India","2002","7.01",""
"India","2001","6.94",""
"India","2000","6.87",""
"India","1999","6.79",""
"India","1998","6.72",""
"India","1997","6.64",""
"India","1996","6.57",""
"India","1995","6.5",""
"India","1994","6.43",""
"India","1993","6.37",""
"India","1992","6.32",""
"India","1991","6.27",""
"India","1990","6.22",""
"Indonesia","2012","7.86",""
"Indonesia","2011","7.69",""
"Indonesia","2010","7.57",""
"Indonesia","2009","7.49",""
"Indonesia","2008","7.45",""
"Indonesia","2007","7.44",""
"Indonesia","2006","7.45",""
"Indonesia","2005","7.46",""
"Indonesia","2004","7.46",""
"Indonesia","2003","7.45",""
"Indonesia","2002","7.43",""
"Indonesia","2001","7.39",""
"Indonesia","2000","7.33",""
"Indonesia","1999","7.23",""
"Indonesia","1998","7.1",""
"Indonesia","1997","6.96",""
"Indonesia","1996","6.81",""
"Indonesia","1995","6.67",""
"Indonesia","1994","6.54",""
"Indonesia","1993","6.42",""
"Indonesia","1992","6.31",""
"Indonesia","1991","6.21",""
"Indonesia","1990","6.11",""
"Iran (Islamic Republic of)","2012","7.82",""
"Iran (Islamic Republic of)","2011","7.57",""
"Iran (Islamic Republic of)","2010","7.36",""
"Iran (Islamic Republic of)","2009","7.2",""
"Iran (Islamic Republic of)","2008","7.09",""
"Iran (Islamic Republic of)","2007","7",""
"Iran (Islamic Republic of)","2006","6.92",""
"Iran (Islamic Republic of)","2005","6.83",""
"Iran (Islamic Republic of)","2004","6.71",""
"Iran (Islamic Republic of)","2003","6.58",""
"Iran (Islamic Republic of)","2002","6.45",""
"Iran (Islamic Republic of)","2001","6.32",""
"Iran (Islamic Republic of)","2000","6.21",""
"Iran (Islamic Republic of)","1999","6.12",""
"Iran (Islamic Republic of)","1998","6.05",""
"Iran (Islamic Republic of)","1997","6",""
"Iran (Islamic Republic of)","1996","5.93",""
"Iran (Islamic Republic of)","1995","5.86",""
"Iran (Islamic Republic of)","1994","5.76",""
"Iran (Islamic Republic of)","1993","5.65",""
"Iran (Islamic Republic of)","1992","5.54",""
"Iran (Islamic Republic of)","1991","5.43",""
"Iran (Islamic Republic of)","1990","5.35",""
"Iraq","2012","4.95",""
"Iraq","2011","4.88",""
"Iraq","2010","4.85",""
"Iraq","2009","4.86",""
"Iraq","2008","4.92",""
"Iraq","2007","5",""
"Iraq","2006","5.08",""
"Iraq","2005","5.15",""
"Iraq","2004","5.2",""
"Iraq","2003","5.22",""
"Iraq","2002","5.23",""
"Iraq","2001","5.24",""
"Iraq","2000","5.25",""
"Iraq","1999","5.28",""
"Iraq","1998","5.3",""
"Iraq","1997","5.33",""
"Iraq","1996","5.37",""
"Iraq","1995","5.4",""
"Iraq","1994","5.43",""
"Iraq","1993","5.47",""
"Iraq","1992","5.5",""
"Iraq","1991","5.54",""
"Iraq","1990","5.58",""
"Ireland","2012","16.59",""
"Ireland","2011","16.31",""
"Ireland","2010","16.06",""
"Ireland","2009","15.84",""
"Ireland","2008","15.65",""
"Ireland","2007","15.49",""
"Ireland","2006","15.36",""
"Ireland","2005","15.26",""
"Ireland","2004","15.19",""
"Ireland","2003","15.16",""
"Ireland","2002","15.14",""
"Ireland","2001","15.15",""
"Ireland","2000","15.16",""
"Ireland","1999","15.17",""
"Ireland","1998","15.2",""
"Ireland","1997","15.22",""
"Ireland","1996","15.24",""
"Ireland","1995","15.26",""
"Ireland","1994","15.27",""
"Ireland","1993","15.27",""
"Ireland","1992","15.26",""
"Ireland","1991","15.24",""
"Ireland","1990","15.2",""
"Israel","2012","15.15",""
"Israel","2011","15.04",""
"Israel","2010","14.86",""
"Israel","2009","14.6",""
"Israel","2008","14.25",""
"Israel","2007","13.86",""
"Israel","2006","13.51",""
"Israel","2005","13.25",""
"Israel","2004","13.11",""
"Israel","2003","13.09",""
"Israel","2002","13.13",""
"Israel","2001","13.21",""
"Israel","2000","13.26",""
"Israel","1999","13.28",""
"Israel","1998","13.29",""
"Israel","1997","13.27",""
"Israel","1996","13.22",""
"Israel","1995","13.13",""
"Israel","1994","13",""
"Israel","1993","12.8",""
"Israel","1992","12.58",""
"Israel","1991","12.38",""
"Israel","1990","12.21",""
"Italy","2012","26.97",""
"Italy","2011","26.74",""
"Italy","2010","26.5",""
"Italy","2009","26.25",""
"Italy","2008","25.97",""
"Italy","2007","25.69",""
"Italy","2006","25.42",""
"Italy","2005","25.19",""
"Italy","2004","24.99",""
"Italy","2003","24.83",""
"Italy","2002","24.67",""
"Italy","2001","24.48",""
"Italy","2000","24.24",""
"Italy","1999","23.94",""
"Italy","1998","23.58",""
"Italy","1997","23.2",""
"Italy","1996","22.8",""
"Italy","1995","22.42",""
"Italy","1994","22.06",""
"Italy","1993","21.71",""
"Italy","1992","21.37",""
"Italy","1991","21.03",""
"Italy","1990","20.67",""
"Jamaica","2012","10.98",""
"Jamaica","2011","10.75",""
"Jamaica","2010","10.57",""
"Jamaica","2009","10.46",""
"Jamaica","2008","10.41",""
"Jamaica","2007","10.39",""
"Jamaica","2006","10.37",""
"Jamaica","2005","10.33",""
"Jamaica","2004","10.27",""
"Jamaica","2003","10.19",""
"Jamaica","2002","10.1",""
"Jamaica","2001","10",""
"Jamaica","2000","9.92",""
"Jamaica","1999","9.84",""
"Jamaica","1998","9.78",""
"Jamaica","1997","9.72",""
"Jamaica","1996","9.68",""
"Jamaica","1995","9.67",""
"Jamaica","1994","9.7",""
"Jamaica","1993","9.75",""
"Jamaica","1992","9.8",""
"Jamaica","1991","9.84",""
"Jamaica","1990","9.83",""
"Japan","2012","31.92",""
"Japan","2011","31.35",""
"Japan","2010","30.68",""
"Japan","2009","29.92",""
"Japan","2008","29.09",""
"Japan","2007","28.21",""
"Japan","2006","27.33",""
"Japan","2005","26.5",""
"Japan","2004","25.76",""
"Japan","2003","25.1",""
"Japan","2002","24.49",""
"Japan","2001","23.88",""
"Japan","2000","23.29",""
"Japan","1999","22.68",""
"Japan","1998","22.09",""
"Japan","1997","21.51",""
"Japan","1996","20.92",""
"Japan","1995","20.33",""
"Japan","1994","19.75",""
"Japan","1993","19.16",""
"Japan","1992","18.57",""
"Japan","1991","17.99",""
"Japan","1990","17.41",""
"Jordan","2012","5.3",""
"Jordan","2011","5.28",""
"Jordan","2010","5.25",""
"Jordan","2009","5.23",""
"Jordan","2008","5.19",""
"Jordan","2007","5.16",""
"Jordan","2006","5.13",""
"Jordan","2005","5.1",""
"Jordan","2004","5.08",""
"Jordan","2003","5.07",""
"Jordan","2002","5.06",""
"Jordan","2001","5.05",""
"Jordan","2000","5.02",""
"Jordan","1999","4.98",""
"Jordan","1998","4.92",""
"Jordan","1997","4.86",""
"Jordan","1996","4.81",""
"Jordan","1995","4.78",""
"Jordan","1994","4.77",""
"Jordan","1993","4.78",""
"Jordan","1992","4.82",""
"Jordan","1991","4.87",""
"Jordan","1990","4.93",""
"Kazakhstan","2012","10.04",""
"Kazakhstan","2011","9.92",""
"Kazakhstan","2010","9.84",""
"Kazakhstan","2009","9.78",""
"Kazakhstan","2008","9.76",""
"Kazakhstan","2007","9.78",""
"Kazakhstan","2006","9.85",""
"Kazakhstan","2005","10",""
"Kazakhstan","2004","10.23",""
"Kazakhstan","2003","10.52",""
"Kazakhstan","2002","10.83",""
"Kazakhstan","2001","11.05",""
"Kazakhstan","2000","11.13",""
"Kazakhstan","1999","11.04",""
"Kazakhstan","1998","10.8",""
"Kazakhstan","1997","10.49",""
"Kazakhstan","1996","10.19",""
"Kazakhstan","1995","9.97",""
"Kazakhstan","1994","9.85",""
"Kazakhstan","1993","9.79",""
"Kazakhstan","1992","9.77",""
"Kazakhstan","1991","9.72",""
"Kazakhstan","1990","9.6",""
"Kenya","2012","4.25",""
"Kenya","2011","4.18",""
"Kenya","2010","4.12",""
"Kenya","2009","4.07",""
"Kenya","2008","4.03",""
"Kenya","2007","4",""
"Kenya","2006","3.98",""
"Kenya","2005","3.98",""
"Kenya","2004","3.99",""
"Kenya","2003","4.01",""
"Kenya","2002","4.05",""
"Kenya","2001","4.08",""
"Kenya","2000","4.12",""
"Kenya","1999","4.14",""
"Kenya","1998","4.16",""
"Kenya","1997","4.18",""
"Kenya","1996","4.18",""
"Kenya","1995","4.19",""
"Kenya","1994","4.19",""
"Kenya","1993","4.18",""
"Kenya","1992","4.18",""
"Kenya","1991","4.17",""
"Kenya","1990","4.18",""
"Kiribati","2012","8.84",""
"Kiribati","2011","8.47",""
"Kiribati","2010","8.11",""
"Kiribati","2009","7.75",""
"Kiribati","2008","7.4",""
"Kiribati","2007","7.08",""
"Kiribati","2006","6.79",""
"Kiribati","2005","6.55",""
"Kiribati","2004","6.35",""
"Kiribati","2003","6.19",""
"Kiribati","2002","6.07",""
"Kiribati","2001","5.98",""
"Kiribati","2000","5.9",""
"Kiribati","1999","5.84",""
"Kiribati","1998","5.8",""
"Kiribati","1997","5.76",""
"Kiribati","1996","5.74",""
"Kiribati","1995","5.71",""
"Kiribati","1994","5.68",""
"Kiribati","1993","5.65",""
"Kiribati","1992","5.61",""
"Kiribati","1991","5.58",""
"Kiribati","1990","5.54",""
"Kuwait","2012","3.8",""
"Kuwait","2011","3.86",""
"Kuwait","2010","3.92",""
"Kuwait","2009","3.97",""
"Kuwait","2008","4",""
"Kuwait","2007","4.03",""
"Kuwait","2006","4.08",""
"Kuwait","2005","4.16",""
"Kuwait","2004","4.27",""
"Kuwait","2003","4.4",""
"Kuwait","2002","4.54",""
"Kuwait","2001","4.65",""
"Kuwait","2000","4.71",""
"Kuwait","1999","4.7",""
"Kuwait","1998","4.63",""
"Kuwait","1997","4.49",""
"Kuwait","1996","4.27",""
"Kuwait","1995","3.99",""
"Kuwait","1994","3.69",""
"Kuwait","1993","3.39",""
"Kuwait","1992","3.14",""
"Kuwait","1991","2.93",""
"Kuwait","1990","2.78",""
"Kyrgyzstan","2012","6.34",""
"Kyrgyzstan","2011","6.31",""
"Kyrgyzstan","2010","6.32",""
"Kyrgyzstan","2009","6.37",""
"Kyrgyzstan","2008","6.46",""
"Kyrgyzstan","2007","6.59",""
"Kyrgyzstan","2006","6.77",""
"Kyrgyzstan","2005","6.98",""
"Kyrgyzstan","2004","7.24",""
"Kyrgyzstan","2003","7.54",""
"Kyrgyzstan","2002","7.82",""
"Kyrgyzstan","2001","8.06",""
"Kyrgyzstan","2000","8.21",""
"Kyrgyzstan","1999","8.26",""
"Kyrgyzstan","1998","8.22",""
"Kyrgyzstan","1997","8.12",""
"Kyrgyzstan","1996","8.03",""
"Kyrgyzstan","1995","7.98",""
"Kyrgyzstan","1994","8.01",""
"Kyrgyzstan","1993","8.1",""
"Kyrgyzstan","1992","8.2",""
"Kyrgyzstan","1991","8.28",""
"Kyrgyzstan","1990","8.3",""
"Lao People's Democratic Republic","2012","5.76",""
"Lao People's Democratic Republic","2011","5.7",""
"Lao People's Democratic Republic","2010","5.65",""
"Lao People's Democratic Republic","2009","5.61",""
"Lao People's Democratic Republic","2008","5.59",""
"Lao People's Democratic Republic","2007","5.58",""
"Lao People's Democratic Republic","2006","5.58",""
"Lao People's Democratic Republic","2005","5.57",""
"Lao People's Democratic Republic","2004","5.55",""
"Lao People's Democratic Republic","2003","5.53",""
"Lao People's Democratic Republic","2002","5.5",""
"Lao People's Democratic Republic","2001","5.48",""
"Lao People's Democratic Republic","2000","5.46",""
"Lao People's Democratic Republic","1999","5.44",""
"Lao People's Democratic Republic","1998","5.43",""
"Lao People's Democratic Republic","1997","5.43",""
"Lao People's Democratic Republic","1996","5.43",""
"Lao People's Democratic Republic","1995","5.44",""
"Lao People's Democratic Republic","1994","5.46",""
"Lao People's Democratic Republic","1993","5.49",""
"Lao People's Democratic Republic","1992","5.53",""
"Lao People's Democratic Republic","1991","5.57",""
"Lao People's Democratic Republic","1990","5.61",""
"Latvia","2012","24.24",""
"Latvia","2011","24.14",""
"Latvia","2010","24",""
"Latvia","2009","23.82",""
"Latvia","2008","23.6",""
"Latvia","2007","23.35",""
"Latvia","2006","23.08",""
"Latvia","2005","22.8",""
"Latvia","2004","22.51",""
"Latvia","2003","22.2",""
"Latvia","2002","21.89",""
"Latvia","2001","21.55",""
"Latvia","2000","21.2",""
"Latvia","1999","20.84",""
"Latvia","1998","20.46",""
"Latvia","1997","20.08",""
"Latvia","1996","19.67",""
"Latvia","1995","19.27",""
"Latvia","1994","18.85",""
"Latvia","1993","18.44",""
"Latvia","1992","18.06",""
"Latvia","1991","17.72",""
"Latvia","1990","17.44",""
"Lebanon","2012","12.03",""
"Lebanon","2011","12",""
"Lebanon","2010","11.91",""
"Lebanon","2009","11.73",""
"Lebanon","2008","11.48",""
"Lebanon","2007","11.19",""
"Lebanon","2006","10.93",""
"Lebanon","2005","10.74",""
"Lebanon","2004","10.61",""
"Lebanon","2003","10.54",""
"Lebanon","2002","10.5",""
"Lebanon","2001","10.45",""
"Lebanon","2000","10.36",""
"Lebanon","1999","10.21",""
"Lebanon","1998","10.01",""
"Lebanon","1997","9.81",""
"Lebanon","1996","9.62",""
"Lebanon","1995","9.49",""
"Lebanon","1994","9.41",""
"Lebanon","1993","9.39",""
"Lebanon","1992","9.37",""
"Lebanon","1991","9.33",""
"Lebanon","1990","9.21",""
"Lesotho","2012","6.31",""
"Lesotho","2011","6.32",""
"Lesotho","2010","6.33",""
"Lesotho","2009","6.34",""
"Lesotho","2008","6.35",""
"Lesotho","2007","6.36",""
"Lesotho","2006","6.38",""
"Lesotho","2005","6.4",""
"Lesotho","2004","6.43",""
"Lesotho","2003","6.45",""
"Lesotho","2002","6.48",""
"Lesotho","2001","6.51",""
"Lesotho","2000","6.54",""
"Lesotho","1999","6.57",""
"Lesotho","1998","6.6",""
"Lesotho","1997","6.62",""
"Lesotho","1996","6.63",""
"Lesotho","1995","6.62",""
"Lesotho","1994","6.59",""
"Lesotho","1993","6.55",""
"Lesotho","1992","6.49",""
"Lesotho","1991","6.44",""
"Lesotho","1990","6.39",""
"Liberia","2012","4.76",""
"Liberia","2011","4.76",""
"Liberia","2010","4.76",""
"Liberia","2009","4.78",""
"Liberia","2008","4.8",""
"Liberia","2007","4.83",""
"Liberia","2006","4.87",""
"Liberia","2005","4.9",""
"Liberia","2004","4.94",""
"Liberia","2003","4.97",""
"Liberia","2002","4.99",""
"Liberia","2001","5.01",""
"Liberia","2000","5.02",""
"Liberia","1999","5.02",""
"Liberia","1998","5",""
"Liberia","1997","4.98",""
"Liberia","1996","4.94",""
"Liberia","1995","4.92",""
"Liberia","1994","4.9",""
"Liberia","1993","4.88",""
"Liberia","1992","4.88",""
"Liberia","1991","4.87",""
"Liberia","1990","4.86",""
"Libya","2012","6.96",""
"Libya","2011","6.8",""
"Libya","2010","6.66",""
"Libya","2009","6.56",""
"Libya","2008","6.49",""
"Libya","2007","6.45",""
"Libya","2006","6.4",""
"Libya","2005","6.35",""
"Libya","2004","6.29",""
"Libya","2003","6.22",""
"Libya","2002","6.13",""
"Libya","2001","6.05",""
"Libya","2000","5.97",""
"Libya","1999","5.88",""
"Libya","1998","5.8",""
"Libya","1997","5.72",""
"Libya","1996","5.63",""
"Libya","1995","5.55",""
"Libya","1994","5.46",""
"Libya","1993","5.38",""
"Libya","1992","5.3",""
"Libya","1991","5.22",""
"Libya","1990","5.14",""
"Lithuania","2012","20.57",""
"Lithuania","2011","20.47",""
"Lithuania","2010","20.4",""
"Lithuania","2009","20.36",""
"Lithuania","2008","20.34",""
"Lithuania","2007","20.32",""
"Lithuania","2006","20.28",""
"Lithuania","2005","20.19",""
"Lithuania","2004","20.05",""
"Lithuania","2003","19.87",""
"Lithuania","2002","19.65",""
"Lithuania","2001","19.39",""
"Lithuania","2000","19.12",""
"Lithuania","1999","18.82",""
"Lithuania","1998","18.5",""
"Lithuania","1997","18.16",""
"Lithuania","1996","17.83",""
"Lithuania","1995","17.5",""
"Lithuania","1994","17.19",""
"Lithuania","1993","16.89",""
"Lithuania","1992","16.61",""
"Lithuania","1991","16.34",""
"Lithuania","1990","16.07",""
"Luxembourg","2012","19.15",""
"Luxembourg","2011","19.03",""
"Luxembourg","2010","18.95",""
"Luxembourg","2009","18.92",""
"Luxembourg","2008","18.93",""
"Luxembourg","2007","18.96",""
"Luxembourg","2006","18.99",""
"Luxembourg","2005","19.01",""
"Luxembourg","2004","18.99",""
"Luxembourg","2003","18.95",""
"Luxembourg","2002","18.89",""
"Luxembourg","2001","18.85",""
"Luxembourg","2000","18.83",""
"Luxembourg","1999","18.84",""
"Luxembourg","1998","18.86",""
"Luxembourg","1997","18.91",""
"Luxembourg","1996","18.95",""
"Luxembourg","1995","18.99",""
"Luxembourg","1994","19.03",""
"Luxembourg","1993","19.06",""
"Luxembourg","1992","19.07",""
"Luxembourg","1991","19.06",""
"Luxembourg","1990","19",""
"Madagascar","2012","4.45",""
"Madagascar","2011","4.4",""
"Madagascar","2010","4.36",""
"Madagascar","2009","4.34",""
"Madagascar","2008","4.34",""
"Madagascar","2007","4.36",""
"Madagascar","2006","4.38",""
"Madagascar","2005","4.41",""
"Madagascar","2004","4.44",""
"Madagascar","2003","4.47",""
"Madagascar","2002","4.51",""
"Madagascar","2001","4.55",""
"Madagascar","2000","4.59",""
"Madagascar","1999","4.63",""
"Madagascar","1998","4.67",""
"Madagascar","1997","4.71",""
"Madagascar","1996","4.75",""
"Madagascar","1995","4.78",""
"Madagascar","1994","4.8",""
"Madagascar","1993","4.81",""
"Madagascar","1992","4.81",""
"Madagascar","1991","4.82",""
"Madagascar","1990","4.83",""
"Malawi","2012","4.92",""
"Malawi","2011","4.93",""
"Malawi","2010","4.92",""
"Malawi","2009","4.9",""
"Malawi","2008","4.87",""
"Malawi","2007","4.83",""
"Malawi","2006","4.79",""
"Malawi","2005","4.76",""
"Malawi","2004","4.73",""
"Malawi","2003","4.72",""
"Malawi","2002","4.71",""
"Malawi","2001","4.72",""
"Malawi","2000","4.73",""
"Malawi","1999","4.75",""
"Malawi","1998","4.79",""
"Malawi","1997","4.82",""
"Malawi","1996","4.84",""
"Malawi","1995","4.81",""
"Malawi","1994","4.73",""
"Malawi","1993","4.61",""
"Malawi","1992","4.47",""
"Malawi","1991","4.34",""
"Malawi","1990","4.24",""
"Malaysia","2012","8.21",""
"Malaysia","2011","7.97",""
"Malaysia","2010","7.75",""
"Malaysia","2009","7.57",""
"Malaysia","2008","7.43",""
"Malaysia","2007","7.3",""
"Malaysia","2006","7.17",""
"Malaysia","2005","7.03",""
"Malaysia","2004","6.87",""
"Malaysia","2003","6.69",""
"Malaysia","2002","6.51",""
"Malaysia","2001","6.34",""
"Malaysia","2000","6.19",""
"Malaysia","1999","6.06",""
"Malaysia","1998","5.96",""
"Malaysia","1997","5.87",""
"Malaysia","1996","5.81",""
"Malaysia","1995","5.75",""
"Malaysia","1994","5.71",""
"Malaysia","1993","5.68",""
"Malaysia","1992","5.67",""
"Malaysia","1991","5.66",""
"Malaysia","1990","5.64",""
"Maldives","2012","6.65",""
"Maldives","2011","6.63",""
"Maldives","2010","6.63",""
"Maldives","2009","6.65",""
"Maldives","2008","6.68",""
"Maldives","2007","6.72",""
"Maldives","2006","6.75",""
"Maldives","2005","6.75",""
"Maldives","2004","6.71",""
"Maldives","2003","6.63",""
"Maldives","2002","6.53",""
"Maldives","2001","6.41",""
"Maldives","2000","6.27",""
"Maldives","1999","6.13",""
"Maldives","1998","5.98",""
"Maldives","1997","5.82",""
"Maldives","1996","5.66",""
"Maldives","1995","5.51",""
"Maldives","1994","5.37",""
"Maldives","1993","5.23",""
"Maldives","1992","5.11",""
"Maldives","1991","5",""
"Maldives","1990","4.91",""
"Mali","2012","4.29",""
"Mali","2011","4.35",""
"Mali","2010","4.42",""
"Mali","2009","4.5",""
"Mali","2008","4.58",""
"Mali","2007","4.67",""
"Mali","2006","4.75",""
"Mali","2005","4.83",""
"Mali","2004","4.91",""
"Mali","2003","4.98",""
"Mali","2002","5.05",""
"Mali","2001","5.13",""
"Mali","2000","5.22",""
"Mali","1999","5.32",""
"Mali","1998","5.43",""
"Mali","1997","5.54",""
"Mali","1996","5.65",""
"Mali","1995","5.76",""
"Mali","1994","5.86",""
"Mali","1993","5.96",""
"Mali","1992","6.04",""
"Mali","1991","6.1",""
"Mali","1990","6.14",""
"Malta","2012","22.87",""
"Malta","2011","22.2",""
"Malta","2010","21.49",""
"Malta","2009","20.73",""
"Malta","2008","19.94",""
"Malta","2007","19.15",""
"Malta","2006","18.4",""
"Malta","2005","17.72",""
"Malta","2004","17.13",""
"Malta","2003","16.63",""
"Malta","2002","16.2",""
"Malta","2001","15.8",""
"Malta","2000","15.43",""
"Malta","1999","15.07",""
"Malta","1998","14.73",""
"Malta","1997","14.42",""
"Malta","1996","14.13",""
"Malta","1995","13.86",""
"Malta","1994","13.61",""
"Malta","1993","13.38",""
"Malta","1992","13.17",""
"Malta","1991","13",""
"Malta","1990","12.86",""
"Marshall Islands","2012","8.84",""
"Marshall Islands","2011","8.47",""
"Marshall Islands","2010","8.11",""
"Marshall Islands","2009","7.75",""
"Marshall Islands","2008","7.4",""
"Marshall Islands","2007","7.08",""
"Marshall Islands","2006","6.79",""
"Marshall Islands","2005","6.55",""
"Marshall Islands","2004","6.35",""
"Marshall Islands","2003","6.19",""
"Marshall Islands","2002","6.07",""
"Marshall Islands","2001","5.98",""
"Marshall Islands","2000","5.9",""
"Marshall Islands","1999","5.84",""
"Marshall Islands","1998","5.8",""
"Marshall Islands","1997","5.76",""
"Marshall Islands","1996","5.74",""
"Marshall Islands","1995","5.71",""
"Marshall Islands","1994","5.68",""
"Marshall Islands","1993","5.65",""
"Marshall Islands","1992","5.61",""
"Marshall Islands","1991","5.58",""
"Marshall Islands","1990","5.54",""
"Mauritania","2012","4.94",""
"Mauritania","2011","4.91",""
"Mauritania","2010","4.88",""
"Mauritania","2009","4.87",""
"Mauritania","2008","4.86",""
"Mauritania","2007","4.86",""
"Mauritania","2006","4.86",""
"Mauritania","2005","4.87",""
"Mauritania","2004","4.88",""
"Mauritania","2003","4.89",""
"Mauritania","2002","4.9",""
"Mauritania","2001","4.92",""
"Mauritania","2000","4.93",""
"Mauritania","1999","4.95",""
"Mauritania","1998","4.96",""
"Mauritania","1997","4.97",""
"Mauritania","1996","4.98",""
"Mauritania","1995","4.99",""
"Mauritania","1994","4.99",""
"Mauritania","1993","4.99",""
"Mauritania","1992","4.99",""
"Mauritania","1991","4.98",""
"Mauritania","1990","4.97",""
"Mauritius","2012","13.23",""
"Mauritius","2011","12.74",""
"Mauritius","2010","12.22",""
"Mauritius","2009","11.68",""
"Mauritius","2008","11.12",""
"Mauritius","2007","10.58",""
"Mauritius","2006","10.1",""
"Mauritius","2005","9.71",""
"Mauritius","2004","9.44",""
"Mauritius","2003","9.27",""
"Mauritius","2002","9.16",""
"Mauritius","2001","9.06",""
"Mauritius","2000","8.93",""
"Mauritius","1999","8.76",""
"Mauritius","1998","8.55",""
"Mauritius","1997","8.33",""
"Mauritius","1996","8.11",""
"Mauritius","1995","7.91",""
"Mauritius","1994","7.74",""
"Mauritius","1993","7.59",""
"Mauritius","1992","7.46",""
"Mauritius","1991","7.33",""
"Mauritius","1990","7.2",""
"Mexico","2012","9.18",""
"Mexico","2011","8.88",""
"Mexico","2010","8.63",""
"Mexico","2009","8.42",""
"Mexico","2008","8.25",""
"Mexico","2007","8.11",""
"Mexico","2006","7.97",""
"Mexico","2005","7.83",""
"Mexico","2004","7.67",""
"Mexico","2003","7.5",""
"Mexico","2002","7.34",""
"Mexico","2001","7.18",""
"Mexico","2000","7.04",""
"Mexico","1999","6.93",""
"Mexico","1998","6.83",""
"Mexico","1997","6.75",""
"Mexico","1996","6.68",""
"Mexico","1995","6.62",""
"Mexico","1994","6.57",""
"Mexico","1993","6.53",""
"Mexico","1992","6.5",""
"Mexico","1991","6.45",""
"Mexico","1990","6.4",""
"Micronesia (Federated States of)","2012","6.67",""
"Micronesia (Federated States of)","2011","6.4",""
"Micronesia (Federated States of)","2010","6.17",""
"Micronesia (Federated States of)","2009","5.98",""
"Micronesia (Federated States of)","2008","5.84",""
"Micronesia (Federated States of)","2007","5.73",""
"Micronesia (Federated States of)","2006","5.63",""
"Micronesia (Federated States of)","2005","5.54",""
"Micronesia (Federated States of)","2004","5.44",""
"Micronesia (Federated States of)","2003","5.35",""
"Micronesia (Federated States of)","2002","5.26",""
"Micronesia (Federated States of)","2001","5.21",""
"Micronesia (Federated States of)","2000","5.21",""
"Micronesia (Federated States of)","1999","5.27",""
"Micronesia (Federated States of)","1998","5.38",""
"Micronesia (Federated States of)","1997","5.5",""
"Micronesia (Federated States of)","1996","5.6",""
"Micronesia (Federated States of)","1995","5.65",""
"Micronesia (Federated States of)","1994","5.64",""
"Micronesia (Federated States of)","1993","5.58",""
"Micronesia (Federated States of)","1992","5.48",""
"Micronesia (Federated States of)","1991","5.39",""
"Micronesia (Federated States of)","1990","5.32",""
"Monaco","2012","23.82",""
"Monaco","2011","23.45",""
"Monaco","2010","23.03",""
"Monaco","2009","22.58",""
"Monaco","2008","22.08",""
"Monaco","2007","21.6",""
"Monaco","2006","21.18",""
"Monaco","2005","20.86",""
"Monaco","2004","20.67",""
"Monaco","2003","20.57",""
"Monaco","2002","20.55",""
"Monaco","2001","20.56",""
"Monaco","2000","20.55",""
"Monaco","1999","20.51",""
"Monaco","1998","20.45",""
"Monaco","1997","20.37",""
"Monaco","1996","20.26",""
"Monaco","1995","20.14",""
"Monaco","1994","19.98",""
"Monaco","1993","19.79",""
"Monaco","1992","19.58",""
"Monaco","1991","19.38",""
"Monaco","1990","19.18",""
"Mongolia","2012","5.8",""
"Mongolia","2011","5.72",""
"Mongolia","2010","5.66",""
"Mongolia","2009","5.63",""
"Mongolia","2008","5.62",""
"Mongolia","2007","5.62",""
"Mongolia","2006","5.63",""
"Mongolia","2005","5.63",""
"Mongolia","2004","5.63",""
"Mongolia","2003","5.62",""
"Mongolia","2002","5.61",""
"Mongolia","2001","5.6",""
"Mongolia","2000","5.61",""
"Mongolia","1999","5.64",""
"Mongolia","1998","5.67",""
"Mongolia","1997","5.72",""
"Mongolia","1996","5.78",""
"Mongolia","1995","5.85",""
"Mongolia","1994","5.92",""
"Mongolia","1993","6.01",""
"Mongolia","1992","6.1",""
"Mongolia","1991","6.18",""
"Mongolia","1990","6.25",""
"Montenegro","2012","18.58",""
"Montenegro","2011","18.16",""
"Montenegro","2010","17.78",""
"Montenegro","2009","17.42",""
"Montenegro","2008","17.08",""
"Montenegro","2007","16.8",""
"Montenegro","2006","16.6",""
"Montenegro","2005","16.51",""
"Montenegro","2004","16.55",""
